CustomerID,Recency,Frequency,Monetary,Average_Order_Value,R_Score,F_Score,M_Score,RFM_Score,Segment
13060.0,253,1,307.53000000000003,307.53,2,1,2,212,Lost Customers
13062.0,190,1,346.98,346.98,2,1,2,212,Lost Customers
13064.0,152,2,659.25,329.62,3,3,3,333,Need Attention
13065.0,372,1,205.86,205.86,1,1,1,111,Lost Customers
13068.0,319,1,165.0,165.0,1,1,1,111,Lost Customers
13069.0,99,20,3870.02,193.5,5,5,5,555,Champions
13070.0,191,1,228.8,228.8,2,1,2,212,Lost Customers
13072.0,266,1,177.15,177.15,1,1,1,111,Lost Customers
13075.0,129,1,919.61,919.61,4,1,4,414,Potential Loyalists
13077.0,289,3,576.19,192.06,1,4,3,143,At Risk
13078.0,106,15,6917.150000000001,461.14,5,5,5,555,Champions
13079.0,139,1,23.8,23.8,4,1,1,411,Potential Loyalists
13080.0,178,1,58.08,58.08,3,1,1,311,Need Attention
13081.0,143,8,18870.12,2358.76,3,5,5,355,Need Attention
13082.0,125,9,3613.63,401.51,4,5,5,455,Champions
13085.0,157,2,416.08,208.04,3,3,3,333,Need Attention
13089.0,99,71,43260.74,609.31,5,5,5,555,Champions
13090.0,135,9,4912.02,545.78,4,5,5,455,Champions
13092.0,211,4,439.75,109.94,2,4,3,243,At Risk
13093.0,275,8,7832.47,979.06,1,5,5,155,At Risk
13094.0,129,10,1545.72,154.57,4,5,4,454,Champions
13097.0,122,8,4636.51,579.56,4,5,5,455,Champions
13098.0,93,18,15169.46,842.75,5,5,5,555,Champions
13099.0,98,1,207.36,207.36,5,1,1,511,Potential Loyalists
13101.0,233,1,101.19,101.19,2,1,1,211,Lost Customers
13102.0,133,19,4961.7,261.14,4,5,5,455,Champions
13104.0,132,3,376.44,125.48,4,4,2,442,Loyal Customers
13106.0,132,1,76.5,76.5,4,1,1,411,Potential Loyalists
13107.0,175,2,935.22,467.61,3,3,4,334,Need Attention
13108.0,372,1,350.06,350.06,1,1,2,112,Lost Customers
13109.0,156,1,369.85,369.85,3,1,2,312,Need Attention
13110.0,136,5,1042.24,208.45,4,5,4,454,Champions
13113.0,113,20,10787.06,539.35,4,5,5,455,Champions
13115.0,183,1,878.55,878.55,3,1,4,314,Need Attention
13116.0,137,1,501.14,501.14,4,1,3,413,Potential Loyalists
13117.0,121,7,841.77,120.25,4,5,4,454,Champions
13118.0,207,3,799.7,266.57,2,4,4,244,At Risk
13120.0,238,1,30.6,30.6,2,1,1,211,Lost Customers
13121.0,268,1,283.73,283.73,1,1,2,112,Lost Customers
13122.0,93,2,922.39,461.2,5,3,4,534,Potential Loyalists
13124.0,251,2,2516.47,1258.23,2,3,5,235,Lost Customers
13126.0,252,5,1077.42,215.48,2,5,4,254,At Risk
13130.0,93,1,64.0,64.0,5,1,1,511,Potential Loyalists
13131.0,187,1,324.90000000000003,324.9,3,1,2,312,Need Attention
13132.0,261,1,77.3,77.3,2,1,1,211,Lost Customers
13133.0,273,2,109.8,54.9,1,3,1,131,Lost Customers
13134.0,183,3,885.74,295.25,3,4,4,344,Need Attention
13135.0,196,1,3096.0,3096.0,2,1,5,215,Lost Customers
13136.0,142,3,1226.68,408.89,4,4,4,444,Champions
13137.0,92,5,1888.32,377.66,5,5,5,555,Champions
13138.0,132,3,489.45,163.15,4,4,3,443,Loyal Customers
13139.0,109,3,1710.94,570.31,5,4,5,545,Champions
13140.0,107,3,422.47,140.82,5,4,3,543,Loyal Customers
13141.0,213,4,1401.03,350.26,2,4,4,244,At Risk
13144.0,332,1,110.95,110.95,1,1,1,111,Lost Customers
13145.0,91,3,499.72,166.57,5,4,3,543,Loyal Customers
13147.0,99,1,118.8,118.8,5,1,1,511,Potential Loyalists
13148.0,133,10,2766.01,276.6,4,5,5,455,Champions
13149.0,105,3,1132.6200000000001,377.54,5,4,4,544,Champions
13151.0,295,1,1257.8700000000001,1257.87,1,1,4,114,Lost Customers
13155.0,326,2,569.2,284.6,1,3,3,133,Lost Customers
13157.0,140,3,873.2,291.07,4,4,4,444,Champions
13158.0,94,4,1201.06,300.26,5,4,4,544,Champions
13159.0,105,2,843.09,421.54,5,3,4,534,Potential Loyalists
13161.0,312,1,112.75,112.75,1,1,1,111,Lost Customers
13162.0,121,4,1688.29,422.07,4,4,5,445,Champions
13165.0,350,1,354.64,354.64,1,1,2,112,Lost Customers
13166.0,282,1,417.2,417.2,1,1,3,113,Lost Customers
13167.0,130,2,417.55,208.78,4,3,3,433,Potential Loyalists
13168.0,198,3,953.0600000000001,317.69,2,4,4,244,At Risk
13169.0,251,1,505.2,505.2,2,1,3,213,Lost Customers
13171.0,298,1,140.35,140.35,1,1,1,111,Lost Customers
13173.0,366,1,165.94,165.94,1,1,1,111,Lost Customers
13174.0,315,2,2034.06,1017.03,1,3,5,135,Lost Customers
13178.0,132,8,4391.7300000000005,548.97,4,5,5,455,Champions
13183.0,100,6,2394.98,399.16,5,5,5,555,Champions
13184.0,130,9,1472.1,163.57,4,5,4,454,Champions
13185.0,267,1,71.4,71.4,1,1,1,111,Lost Customers
13186.0,93,2,1301.94,650.97,5,3,4,534,Potential Loyalists
13187.0,336,1,236.02,236.02,1,1,2,112,Lost Customers
13189.0,114,1,127.0,127.0,4,1,1,411,Potential Loyalists
13192.0,94,2,911.94,455.97,5,3,4,534,Potential Loyalists
13194.0,135,1,60.7,60.7,4,1,1,411,Potential Loyalists
13196.0,261,1,512.13,512.13,2,1,3,213,Lost Customers
13198.0,120,5,3009.18,601.84,4,5,5,455,Champions
13199.0,91,22,4740.16,215.46,5,5,5,555,Champions
13200.0,125,1,319.32,319.32,4,1,2,412,Potential Loyalists
13203.0,120,2,309.86,154.93,4,3,2,432,Potential Loyalists
13207.0,150,1,197.52000000000004,197.52,3,1,1,311,Need Attention
13208.0,154,4,828.82,207.2,3,4,4,344,Need Attention
13209.0,128,5,4156.08,831.22,4,5,5,455,Champions
13210.0,93,1,353.48,353.48,5,1,2,512,Potential Loyalists
13211.0,94,2,784.64,392.32,5,3,4,534,Potential Loyalists
13213.0,127,4,963.88,240.97,4,4,4,444,Champions
13216.0,267,1,333.74,333.74,1,1,2,112,Lost Customers
13217.0,121,3,533.98,177.99,4,4,3,443,Loyal Customers
13218.0,126,1,62.64,62.64,4,1,1,411,Potential Loyalists
13220.0,185,3,726.49,242.16,3,4,3,343,Need Attention
13221.0,239,2,847.41,423.7,2,3,4,234,Lost Customers
13223.0,199,2,163.2,81.6,2,3,1,231,Lost Customers
13224.0,150,1,1212.26,1212.26,3,1,4,314,Need Attention
13225.0,142,5,4299.56,859.91,4,5,5,455,Champions
13226.0,272,1,108.21000000000001,108.21,1,1,1,111,Lost Customers
13227.0,201,1,257.7,257.7,2,1,2,212,Lost Customers
13229.0,225,1,160.95,160.95,2,1,1,211,Lost Customers
13230.0,137,12,2195.23,182.94,4,5,5,455,Champions
13232.0,97,5,1019.05,203.81,5,5,4,554,Champions
13233.0,335,1,304.24,304.24,1,1,2,112,Lost Customers
13235.0,211,1,1031.07,1031.07,2,1,4,214,Lost Customers
13236.0,106,1,439.23,439.23,5,1,3,513,Potential Loyalists
13238.0,163,2,318.85,159.43,3,3,2,332,Need Attention
13239.0,261,1,329.56,329.56,2,1,2,212,Lost Customers
13240.0,95,4,663.65,165.91,5,4,3,543,Loyal Customers
13242.0,111,3,270.40000000000003,90.13,4,4,2,442,Loyal Customers
13243.0,202,1,585.12,585.12,2,1,3,213,Lost Customers
13244.0,92,1,121.74000000000001,121.74,5,1,1,511,Potential Loyalists
13246.0,175,5,1838.51,367.7,3,5,5,355,Need Attention
13248.0,124,2,465.68,232.84,4,3,3,433,Potential Loyalists
13249.0,91,3,711.41,237.14,5,4,3,543,Loyal Customers
13253.0,156,2,1030.4,515.2,3,3,4,334,Need Attention
13255.0,373,1,225.7,225.7,1,1,2,112,Lost Customers
13258.0,204,1,198.87,198.87,2,1,1,211,Lost Customers
13261.0,268,2,944.1,472.05,1,3,4,134,Lost Customers
13262.0,262,1,200.29,200.29,1,1,1,111,Lost Customers
13263.0,107,23,4854.79,211.08,5,5,5,555,Champions
13265.0,183,3,1450.66,483.55,3,4,4,344,Need Attention
13266.0,112,8,2535.58,316.95,4,5,5,455,Champions
13267.0,91,15,3119.34,207.96,5,5,5,555,Champions
13268.0,169,6,2117.81,352.97,3,5,5,355,Need Attention
13269.0,109,8,2978.5,372.31,5,5,5,555,Champions
13270.0,365,1,590.0,590.0,1,1,3,113,Lost Customers
13273.0,112,1,138.98,138.98,4,1,1,411,Potential Loyalists
13276.0,99,1,137.38,137.38,5,1,1,511,Potential Loyalists
13277.0,115,2,125.9,62.95,4,3,1,431,Potential Loyalists
13280.0,121,3,798.46,266.15,4,4,4,444,Champions
13282.0,161,2,773.1,386.55,3,3,3,333,Need Attention
13283.0,185,1,25.5,25.5,3,1,1,311,Need Attention
13284.0,330,1,201.19,201.19,1,1,1,111,Lost Customers
13285.0,160,3,1970.1,656.7,3,4,5,345,Need Attention
13291.0,155,1,361.11,361.11,3,1,2,312,Need Attention
13292.0,283,1,249.57,249.57,1,1,2,112,Lost Customers
13294.0,189,2,873.74,436.87,2,3,4,234,Lost Customers
13295.0,359,1,201.20000000000002,201.2,1,1,1,111,Lost Customers
13296.0,136,1,87.4,87.4,4,1,1,411,Potential Loyalists
13299.0,267,1,142.5,142.5,1,1,1,111,Lost Customers
13300.0,168,1,371.89,371.89,3,1,2,312,Need Attention
13301.0,103,4,618.09,154.52,5,4,3,543,Loyal Customers
13302.0,154,1,63.75,63.75,3,1,1,311,Need Attention
13304.0,350,1,300.42,300.42,1,1,2,112,Lost Customers
13305.0,92,8,1471.25,183.91,5,5,4,554,Champions
13307.0,119,1,15.0,15.0,4,1,1,411,Potential Loyalists
13308.0,202,1,814.95,814.95,2,1,4,214,Lost Customers
13309.0,206,2,546.64,273.32,2,3,3,233,Lost Customers
13310.0,205,2,817.65,408.82,2,3,4,234,Lost Customers
13311.0,149,1,490.11,490.11,3,1,3,313,Need Attention
13313.0,140,3,918.34,306.11,4,4,4,444,Champions
13316.0,131,2,3535.18,1767.59,4,3,5,435,Potential Loyalists
13317.0,198,5,1313.98,262.8,2,5,4,254,At Risk
13319.0,91,19,7390.47,388.97,5,5,5,555,Champions
13320.0,106,3,981.15,327.05,5,4,4,544,Champions
13324.0,202,7,3798.99,542.71,2,5,5,255,At Risk
13327.0,112,7,2738.75,391.25,4,5,5,455,Champions
13328.0,315,1,1308.48,1308.48,1,1,4,114,Lost Customers
13329.0,366,1,304.2,304.2,1,1,2,112,Lost Customers
13330.0,92,3,1140.93,380.31,5,4,4,544,Champions
13334.0,190,2,2708.59,1354.3,2,3,5,235,Lost Customers
13338.0,157,1,487.02,487.02,3,1,3,313,Need Attention
13339.0,200,1,860.12,860.12,2,1,4,214,Lost Customers
13340.0,105,5,9229.54,1845.91,5,5,5,555,Champions
13341.0,260,1,775.85,775.85,2,1,4,214,Lost Customers
13343.0,177,1,353.43,353.43,3,1,2,312,Need Attention
13344.0,277,1,1656.15,1656.15,1,1,4,114,Lost Customers
13345.0,287,1,389.5,389.5,1,1,2,112,Lost Customers
13355.0,121,1,674.7,674.7,4,1,3,413,Potential Loyalists
13357.0,256,1,609.4,609.4,2,1,3,213,Lost Customers
13358.0,268,1,439.03000000000003,439.03,1,1,3,113,Lost Customers
13362.0,245,2,1581.53,790.76,2,3,4,234,Lost Customers
13365.0,217,1,700.6,700.6,2,1,3,213,Lost Customers
13368.0,256,2,623.4,311.7,2,3,3,233,Lost Customers
13369.0,365,1,308.28000000000003,308.28,1,1,2,112,Lost Customers
13370.0,371,1,754.87,754.87,1,1,3,113,Lost Customers
13373.0,158,2,2055.58,1027.79,3,3,5,335,Need Attention
13376.0,98,3,1019.76,339.92,5,4,4,544,Champions
13379.0,136,1,136.29,136.29,4,1,1,411,Potential Loyalists
13381.0,112,4,2461.33,615.33,4,4,5,445,Champions
13382.0,280,1,222.99,222.99,1,1,2,112,Lost Customers
13384.0,128,2,1755.84,877.92,4,3,5,435,Potential Loyalists
13385.0,329,1,534.57,534.57,1,1,3,113,Lost Customers
13388.0,130,2,677.1,338.55,4,3,3,433,Potential Loyalists
13389.0,232,1,257.89,257.89,2,1,2,212,Lost Customers
13391.0,203,1,59.8,59.8,2,1,1,211,Lost Customers
13394.0,115,5,1543.45,308.69,4,5,4,454,Champions
13395.0,184,1,307.72,307.72,3,1,2,312,Need Attention
13396.0,318,1,387.27000000000004,387.27,1,1,2,112,Lost Customers
13397.0,110,4,1228.19,307.05,4,4,4,444,Champions
13398.0,191,1,457.34000000000003,457.34,2,1,3,213,Lost Customers
13402.0,126,2,621.23,310.62,4,3,3,433,Potential Loyalists
13404.0,212,1,217.81,217.81,2,1,2,212,Lost Customers
13405.0,203,2,557.45,278.73,2,3,3,233,Lost Customers
13408.0,99,41,17836.68,435.04,5,5,5,555,Champions
13410.0,186,3,545.04,181.68,3,4,3,343,Need Attention
13411.0,106,1,213.55,213.55,5,1,1,511,Potential Loyalists
13414.0,133,3,1390.5,463.5,4,4,4,444,Champions
13417.0,204,1,236.0,236.0,2,1,2,212,Lost Customers
13418.0,98,15,4744.13,316.28,5,5,5,555,Champions
13420.0,149,2,159.85,79.92,3,3,1,331,Need Attention
13421.0,289,1,825.04,825.04,1,1,4,114,Lost Customers
13425.0,107,3,1624.21,541.4,5,4,4,544,Champions
13426.0,182,5,1558.68,311.74,3,5,4,354,Need Attention
13427.0,119,2,464.86,232.43,4,3,3,433,Potential Loyalists
13434.0,96,1,72.84,72.84,5,1,1,511,Potential Loyalists
13435.0,109,3,1088.12,362.71,5,4,4,544,Champions
13437.0,98,4,2173.6,543.4,5,4,5,545,Champions
13439.0,254,1,283.71,283.71,2,1,2,212,Lost Customers
13441.0,91,1,296.64,296.64,5,1,2,512,Potential Loyalists
13448.0,218,4,1423.26,355.82,2,4,4,244,At Risk
13450.0,124,4,1421.46,355.36,4,4,4,444,Champions
13451.0,125,4,2385.5,596.38,4,4,5,445,Champions
13452.0,258,2,590.0,295.0,2,3,3,233,Lost Customers
13453.0,165,2,356.98,178.49,3,3,2,332,Need Attention
13455.0,365,1,692.94,692.94,1,1,3,113,Lost Customers
13456.0,154,3,855.0600000000001,285.02,3,4,4,344,Need Attention
13458.0,99,10,7678.42,767.84,5,5,5,555,Champions
13461.0,138,2,884.2,442.1,4,3,4,434,Potential Loyalists
13462.0,252,1,151.5,151.5,2,1,1,211,Lost Customers
13466.0,183,1,307.90000000000003,307.9,3,1,2,312,Need Attention
13468.0,92,29,4739.02,163.41,5,5,5,555,Champions
13470.0,98,2,165.0,82.5,5,3,1,531,Potential Loyalists
13473.0,332,1,241.26,241.26,1,1,2,112,Lost Customers
13474.0,235,1,226.84,226.84,2,1,2,212,Lost Customers
13475.0,190,4,1431.78,357.94,2,4,4,244,At Risk
13476.0,178,2,1238.47,619.24,3,3,4,334,Need Attention
13477.0,137,4,899.55,224.89,4,4,4,444,Champions
13479.0,200,2,300.95,150.48,2,3,2,232,Lost Customers
13481.0,107,4,1361.33,340.33,5,4,4,544,Champions
13482.0,231,1,184.64000000000001,184.64,2,1,1,211,Lost Customers
13484.0,240,1,313.8,313.8,2,1,2,212,Lost Customers
13485.0,232,1,454.24,454.24,2,1,3,213,Lost Customers
13486.0,127,2,819.61,409.8,4,3,4,434,Potential Loyalists
13487.0,212,2,408.8,204.4,2,3,3,233,Lost Customers
13488.0,120,9,6596.38,732.93,4,5,5,455,Champions
13489.0,104,4,449.52,112.38,5,4,3,543,Loyal Customers
13491.0,147,9,1088.45,120.94,3,5,4,354,Need Attention
13492.0,135,3,1269.84,423.28,4,4,4,444,Champions
13493.0,274,2,618.63,309.32,1,3,3,133,Lost Customers
13494.0,311,1,316.26000000000005,316.26,1,1,2,112,Lost Customers
13495.0,231,3,1072.43,357.48,2,4,4,244,At Risk
13496.0,359,1,501.01,501.01,1,1,3,113,Lost Customers
13497.0,282,2,348.05,174.02,1,3,2,132,Lost Customers
13499.0,224,2,463.79,231.9,2,3,3,233,Lost Customers
13500.0,122,1,326.40000000000003,326.4,4,1,2,412,Potential Loyalists
13501.0,287,1,1340.32,1340.32,1,1,4,114,Lost Customers
13502.0,274,2,189.16000000000003,94.58,1,3,1,131,Lost Customers
13505.0,166,3,2583.12,861.04,3,4,5,345,Need Attention
13506.0,315,2,458.52,229.26,1,3,3,133,Lost Customers
13507.0,97,3,2022.79,674.26,5,4,5,545,Champions
13508.0,243,1,110.97,110.97,2,1,1,211,Lost Customers
13509.0,99,5,705.02,141.0,5,5,3,553,Loyal Customers
13510.0,94,2,897.81,448.9,5,3,4,534,Potential Loyalists
13512.0,260,1,251.21,251.21,2,1,2,212,Lost Customers
13513.0,126,1,205.1,205.1,4,1,1,411,Potential Loyalists
13515.0,116,3,523.96,174.65,4,4,3,443,Loyal Customers
13516.0,238,1,146.0,146.0,2,1,1,211,Lost Customers
13517.0,106,2,1612.18,806.09,5,3,4,534,Potential Loyalists
13520.0,137,5,2947.98,589.6,4,5,5,455,Champions
13523.0,199,3,2369.24,789.75,2,4,5,245,At Risk
13524.0,101,3,408.86,136.29,5,4,3,543,Loyal Customers
13525.0,247,1,282.88,282.88,2,1,2,212,Lost Customers
13527.0,104,4,1362.52,340.63,5,4,4,544,Champions
13529.0,204,1,181.1,181.1,2,1,1,211,Lost Customers
13531.0,204,2,483.8,241.9,2,3,3,233,Lost Customers
13533.0,182,3,269.09,89.7,3,4,2,342,Need Attention
13534.0,107,21,4371.53,208.17,5,5,5,555,Champions
13538.0,93,6,990.75,165.12,5,5,4,554,Champions
13539.0,239,2,315.65,157.82,2,3,2,232,Lost Customers
13544.0,240,1,113.01,113.01,2,1,1,211,Lost Customers
13546.0,200,1,182.26,182.26,2,1,1,211,Lost Customers
13548.0,95,2,678.16,339.08,5,3,3,533,Potential Loyalists
13549.0,141,5,762.0500000000001,152.41,4,5,3,453,Loyal Customers
13551.0,318,1,91.80000000000001,91.8,1,1,1,111,Lost Customers
13552.0,123,9,2762.91,306.99,4,5,5,455,Champions
13555.0,201,2,1590.05,795.02,2,3,4,234,Lost Customers
13557.0,280,1,240.68,240.68,1,1,2,112,Lost Customers
13561.0,215,1,141.85999999999999,141.86,2,1,1,211,Lost Customers
13562.0,140,2,1209.73,604.86,4,3,4,434,Potential Loyalists
13563.0,139,1,310.88,310.88,4,1,2,412,Potential Loyalists
13564.0,143,3,1724.67,574.89,3,4,5,345,Need Attention
13565.0,333,1,110.17999999999999,110.18,1,1,1,111,Lost Customers
13568.0,172,1,187.05,187.05,3,1,1,311,Need Attention
13569.0,367,1,109.82000000000001,109.82,1,1,1,111,Lost Customers
13570.0,242,1,239.49,239.49,2,1,2,212,Lost Customers
13571.0,92,7,1083.83,154.83,5,5,4,554,Champions
13572.0,205,1,1384.25,1384.25,2,1,4,214,Lost Customers
13573.0,252,1,31.770000000000003,31.77,2,1,1,211,Lost Customers
13575.0,133,2,218.75,109.38,4,3,2,432,Potential Loyalists
13576.0,96,13,4840.9400000000005,372.38,5,5,5,555,Champions
13577.0,92,3,1193.8,397.93,5,4,4,544,Champions
13579.0,368,1,164.7,164.7,1,1,1,111,Lost Customers
13581.0,308,1,118.0,118.0,1,1,1,111,Lost Customers
13583.0,155,1,781.03,781.03,3,1,4,314,Need Attention
13584.0,306,1,142.4,142.4,1,1,1,111,Lost Customers
13588.0,99,4,1420.72,355.18,5,4,4,544,Champions
13589.0,179,1,147.0,147.0,3,1,1,311,Need Attention
13590.0,150,4,1116.38,279.1,3,4,4,344,Need Attention
13591.0,203,2,776.23,388.12,2,3,4,234,Lost Customers
13592.0,205,3,205.51,68.5,2,4,1,241,At Risk
13593.0,107,5,2011.88,402.38,5,5,5,555,Champions
13599.0,156,8,2313.84,289.23,3,5,5,355,Need Attention
13600.0,311,1,219.52,219.52,1,1,2,112,Lost Customers
13601.0,210,1,373.2,373.2,2,1,2,212,Lost Customers
13606.0,242,2,246.63,123.32,2,3,2,232,Lost Customers
13610.0,109,5,764.76,152.95,5,5,3,553,Loyal Customers
13611.0,170,2,636.72,318.36,3,3,3,333,Need Attention
13614.0,163,2,778.88,389.44,3,3,4,334,Need Attention
13615.0,318,1,417.69,417.69,1,1,3,113,Lost Customers
13617.0,112,2,365.7,182.85,4,3,2,432,Potential Loyalists
13618.0,173,1,177.34,177.34,3,1,1,311,Need Attention
13621.0,116,1,213.85,213.85,4,1,1,411,Potential Loyalists
13623.0,209,4,539.17,134.79,2,4,3,243,At Risk
13626.0,252,1,257.23,257.23,2,1,2,212,Lost Customers
13627.0,175,3,1027.0,342.33,3,4,4,344,Need Attention
13629.0,98,8,5718.36,714.8,5,5,5,555,Champions
13630.0,105,5,1361.46,272.29,5,5,4,554,Champions
13631.0,99,11,3070.42,279.13,5,5,5,555,Champions
13632.0,173,3,812.26,270.75,3,4,4,344,Need Attention
13634.0,105,3,755.97,251.99,5,4,3,543,Loyal Customers
13636.0,121,4,646.55,161.64,4,4,3,443,Loyal Customers
13637.0,186,2,678.65,339.32,3,3,3,333,Need Attention
13642.0,215,1,312.28,312.28,2,1,2,212,Lost Customers
13643.0,98,2,259.40000000000003,129.7,5,3,2,532,Potential Loyalists
13644.0,105,1,851.09,851.09,5,1,4,514,Potential Loyalists
13645.0,119,1,252.1,252.1,4,1,2,412,Potential Loyalists
13647.0,174,2,803.86,401.93,3,3,4,334,Need Attention
13649.0,256,2,346.6,173.3,2,3,2,232,Lost Customers
13650.0,206,2,745.5200000000001,372.76,2,3,3,233,Lost Customers
13652.0,256,2,638.24,319.12,2,3,3,233,Lost Customers
13654.0,144,4,1714.27,428.57,3,4,5,345,Need Attention
13655.0,113,2,932.97,466.48,4,3,4,434,Potential Loyalists
13656.0,164,2,379.65,189.82,3,3,2,332,Need Attention
13657.0,201,1,152.34,152.34,2,1,1,211,Lost Customers
13658.0,203,1,933.3,933.3,2,1,4,214,Lost Customers
13659.0,205,2,1563.0,781.5,2,3,4,234,Lost Customers
13662.0,211,2,516.44,258.22,2,3,3,233,Lost Customers
13663.0,178,1,189.47,189.47,3,1,1,311,Need Attention
13666.0,286,2,64.05,32.02,1,3,1,131,Lost Customers
13667.0,148,1,299.05,299.05,3,1,2,312,Need Attention
13668.0,112,16,4900.97,306.31,4,5,5,455,Champions
13669.0,149,1,48.150000000000006,48.15,3,1,1,311,Need Attention
13672.0,300,2,186.39000000000001,93.2,1,3,1,131,Lost Customers
13675.0,150,2,486.82000000000005,243.41,3,3,3,333,Need Attention
13678.0,151,1,232.6,232.6,3,1,2,312,Need Attention
13680.0,337,2,2391.59,1195.8,1,3,5,135,Lost Customers
13681.0,154,1,203.46,203.46,3,1,1,311,Need Attention
13682.0,186,1,59.5,59.5,3,1,1,311,Need Attention
13684.0,285,1,65.13,65.13,1,1,1,111,Lost Customers
13686.0,182,1,72.0,72.0,3,1,1,311,Need Attention
13692.0,213,2,871.58,435.79,2,3,4,234,Lost Customers
13694.0,106,39,45911.64,1177.22,5,5,5,555,Champions
13695.0,97,12,1767.07,147.26,5,5,5,555,Champions
13699.0,154,1,308.58000000000004,308.58,3,1,2,312,Need Attention
13700.0,92,8,1634.77,204.35,5,5,4,554,Champions
13703.0,317,1,99.5,99.5,1,1,1,111,Lost Customers
13705.0,144,2,522.68,261.34,3,3,3,333,Need Attention
13706.0,302,1,330.79,330.79,1,1,2,112,Lost Customers
13707.0,266,2,806.41,403.2,1,3,4,134,Lost Customers
13708.0,270,1,285.33,285.33,1,1,2,112,Lost Customers
13709.0,101,5,2918.81,583.76,5,5,5,555,Champions
13711.0,218,2,252.06,126.03,2,3,2,232,Lost Customers
13712.0,246,1,228.84,228.84,2,1,2,212,Lost Customers
13715.0,280,5,1077.39,215.48,1,5,4,154,At Risk
13716.0,268,1,138.28,138.28,1,1,1,111,Lost Customers
13717.0,128,4,955.99,239.0,4,4,4,444,Champions
13718.0,245,2,306.55,153.28,2,3,2,232,Lost Customers
13719.0,204,2,338.74,169.37,2,3,2,232,Lost Customers
13720.0,116,4,799.9,199.98,4,4,4,444,Champions
13722.0,131,3,2375.41,791.8,4,4,5,445,Champions
13723.0,216,1,199.85000000000002,199.85,2,1,1,211,Lost Customers
13725.0,168,7,1865.7,266.53,3,5,5,355,Need Attention
13726.0,100,1,292.68,292.68,5,1,2,512,Potential Loyalists
13728.0,106,5,797.02,159.4,5,5,4,554,Champions
13730.0,135,2,752.6,376.3,4,3,3,433,Potential Loyalists
13731.0,218,2,610.59,305.3,2,3,3,233,Lost Customers
13735.0,175,2,1409.69,704.84,3,3,4,334,Need Attention
13736.0,259,1,357.53,357.53,2,1,2,212,Lost Customers
13737.0,199,1,339.6,339.6,2,1,2,212,Lost Customers
13740.0,240,1,350.75,350.75,2,1,2,212,Lost Customers
13741.0,183,2,363.13,181.56,3,3,2,332,Need Attention
13742.0,161,10,2632.57,263.26,3,5,5,355,Need Attention
13743.0,107,5,912.12,182.42,5,5,4,554,Champions
13744.0,94,2,1080.52,540.26,5,3,4,534,Potential Loyalists
13745.0,161,1,300.04,300.04,3,1,2,312,Need Attention
13747.0,373,1,79.6,79.6,1,1,1,111,Lost Customers
13748.0,95,5,948.25,189.65,5,5,4,554,Champions
13750.0,139,4,1316.63,329.16,4,4,4,444,Champions
13751.0,287,1,296.25,296.25,1,1,2,112,Lost Customers
13752.0,123,6,1175.38,195.9,4,5,4,454,Champions
13753.0,287,1,741.26,741.26,1,1,3,113,Lost Customers
13754.0,151,2,282.6,141.3,3,3,2,332,Need Attention
13756.0,92,8,2972.33,371.54,5,5,5,555,Champions
13758.0,200,5,2351.52,470.3,2,5,5,255,At Risk
13760.0,255,1,135.09,135.09,2,1,1,211,Lost Customers
13761.0,179,1,491.71,491.71,3,1,3,313,Need Attention
13762.0,218,1,306.72,306.72,2,1,2,212,Lost Customers
13764.0,143,2,943.29,471.64,3,3,4,334,Need Attention
13767.0,108,28,9676.37,345.58,5,5,5,555,Champions
13769.0,91,8,2176.62,272.08,5,5,5,555,Champions
13771.0,198,2,1464.8500000000001,732.42,2,3,4,234,Lost Customers
13772.0,96,2,682.97,341.48,5,3,3,533,Potential Loyalists
13777.0,128,24,12360.24,515.01,4,5,5,455,Champions
13778.0,102,1,178.7,178.7,5,1,1,511,Potential Loyalists
13780.0,170,1,116.28000000000002,116.28,3,1,1,311,Need Attention
13781.0,250,1,127.84,127.84,2,1,1,211,Lost Customers
13782.0,124,3,484.79,161.6,4,4,3,443,Loyal Customers
13784.0,94,9,2124.15,236.02,5,5,5,555,Champions
13786.0,366,1,230.4,230.4,1,1,2,112,Lost Customers
13787.0,363,1,106.4,106.4,1,1,1,111,Lost Customers
13791.0,127,2,1516.0,758.0,4,3,4,434,Potential Loyalists
13792.0,286,1,74.60000000000001,74.6,1,1,1,111,Lost Customers
13798.0,92,42,29161.14,694.31,5,5,5,555,Champions
13799.0,116,2,688.86,344.43,4,3,3,433,Potential Loyalists
13800.0,309,1,558.32,558.32,1,1,3,113,Lost Customers
13802.0,138,3,4599.42,1533.14,4,4,5,445,Champions
13803.0,254,1,277.07,277.07,2,1,2,212,Lost Customers
13804.0,96,4,1526.01,381.5,5,4,4,544,Champions
13805.0,128,1,500.24,500.24,4,1,3,413,Potential Loyalists
13807.0,366,1,112.6,112.6,1,1,1,111,Lost Customers
13808.0,93,2,723.1,361.55,5,3,3,533,Potential Loyalists
13809.0,304,1,155.05,155.05,1,1,1,111,Lost Customers
13811.0,183,3,814.5,271.5,3,4,4,344,Need Attention
13812.0,104,1,278.74,278.74,5,1,2,512,Potential Loyalists
13813.0,134,1,385.14,385.14,4,1,2,412,Potential Loyalists
13814.0,91,2,1579.12,789.56,5,3,4,534,Potential Loyalists
13815.0,171,2,2977.75,1488.88,3,3,5,335,Need Attention
